,t,D1,D2,S1,S2,Q1,Q2,I,x1,x2,x3,C
820,820.0,5.473614670681483e-33,1.2316073456036358e-31,0.00010905482526816624,0.0017349802613553836,248.28694973157198,1.8254999774423666,3.1043278586751684e-05,0.00044428776598986596,3.551534327374926e-08,3.6976550057833796e-06,22.04177866495538
821,821.0,5.338469792120592e-33,1.2025333358352153e-31,0.00010708992992053884,0.0017056673695636706,248.38513141138458,1.8153544874663443,3.051913073262542e-05,0.00044163097411721217,3.491682904383808e-08,3.635675338122015e-06,22.051010653181063
822,822.0,5.206661674622626e-33,1.1741442172230134e-31,0.00010516043708995969,0.0016768475408623763,248.48295295203414,1.805262191630616,3.0003792961110833e-05,0.0004389900592951563,3.4328352921684066e-08,3.574728739559703e-06,22.06020870554382
823,823.0,5.078107932702476e-33,1.1464238932584466e-31,0.00010326570891121987,0.0016485125235756637,248.5804157332495,1.7952228448526615,2.949711795515216e-05,0.00043636492681457497,3.374974747992418e-08,3.5147981038638828e-06,22.069372951786242
824,824.0,4.9527282149939164e-33,1.1193566447711562e-31,0.00010140511901185287,0.001620654203313588,248.67752112959732,1.7852362027992772,2.899896084624354e-05,0.000433755482528421,3.318084806576599e-08,3.4558666058614326e-06,22.078503521173218
825,825.0,4.8304441540266834e-33,1.0929271211084233e-31,9.9578052305064e-05,0.0015932646007037455,248.7742705104969,1.7753020218891062,2.8509179174019047e-05,0.00043116163284843544,3.262149275535789e-08,3.3979176968638266e-06,22.08760054249313
826,826.0,4.711179317243563e-33,1.0671203315201242e-31,9.778390478639077e-05,0.0015663358691600938,248.87066524023453,1.765420059295087,2.8027632846504114e-05,0.0004285832847418779,3.207152230890314e-08,3.3409351001659248e-06,22.09666414405913
827,827.0,4.594859159226885e-33,1.041921636744446e-31,9.602208333402674e-05,0.0015398602926883398,248.96670667797792,1.755590072946817,2.7554184101017472e-05,0.0004260203457282754,3.15307801265052e-08,3.2849028066172006e-06,22.105694453710335
828,828.0,4.481410975104576e-33,1.017316740789709e-31,9.429200551274328e-05,0.0015138302837273097,249.06239617779102,1.7458118215328395,2.708869746571324e-05,0.0004234727238761896,3.099911220473317e-08,3.2298050702642768e-06,22.1146915988131
829,829.0,4.370763855106591e-33,9.932916829077304e-32,9.2593099381344e-05,0.0014882383810257028,249.15773508864842,1.736085064502849,2.6631039721752552e-05,0.00042094032780000195,3.047636709389508e-08,3.1756264040636145e-06,22.12365570626226
830,830.0,4.262848640243394e-33,9.698328297542922e-32,9.092480330358851e-05,0.0014630772475536706,249.2527247544502,1.7264095620698183,2.6181079866094758e-05,0.0004184230666567169,2.99623958560082e-08,3.1223515756632693e-06,22.132586902482373
831,831.0,4.157597879078726e-33,9.469268677323594e-32,8.928656576252262e-05,0.0014383396684486465,249.34736651403637,1.7167850752120493,2.5738689074898005e-05,0.00041592085014278334,2.9457052023454657e-08,3.0699656032525883e-06,22.141485313429
832,832.0,4.0549457855696795e-33,9.245607955138058e-32,8.767784517815424e-05,0.001414018548994868,249.44166170120155,1.7072113656751458,2.5303740667519367e-05,0.000413433588490934,2.896019155831175e-08,3.0184537514788e-06,22.150351064589934
833,833.0,3.954828197947703e-33,9.027219167355011e-32,8.609810972841394e-05,0.0013901069126360508,249.53561164470995,1.6976881959739143,2.4876110071104816e-05,0.000410961192467042,2.847167281234563e-08,2.967801527429407e-06,22.15918428098648
834,834.0,3.857182538614845e-33,8.813978328657053e-32,8.454683717334151e-05,0.0013665978990206724,249.6292176683096,1.6882153293941873,2.4455674785759417e-05,0.00040850357336699603,2.7991356487657994e-08,2.917994676679349e-06,22.167985087174717
835,835.0,3.7619477750301784e-33,8.605764362368172e-32,8.30235146824403e-05,0.0013434847620793354,249.7224810907476,1.6787925299945752,2.404231435028838e-05,0.00040606064301359265,2.7519105597975032e-08,2.8690191794019084e-06,22.17675360724677
836,836.0,3.669064381561931e-33,8.402459032406069e-32,8.152763866514205e-05,0.0013207608681336895,249.8154032257846,1.6694195626081463,2.3635910308499702e-05,0.000403632313753446,2.7054785430568374e-08,2.8208612465423325e-06,22.185489964832087
837,837.0,3.578474302281524e-33,8.203946876821588e-32,8.005871460432638e-05,0.0012984196940363994,249.90798538220966,1.6600961928440363,2.323634617605921e-05,0.0004012184984539157,2.659826350879779e-08,2.7735073160531895e-06,22.194194283098714
838,838.0,3.4901209146762104e-33,8.010115142888351e-32,7.861625689284e-05,0.0012764548253416522,250.000228863855,1.650822187088985,2.2843507407889202e-05,0.0003988191105000512,2.6149409555265582e-08,2.72694404919047e-06,22.202866684754564
839,839.0,3.4039489942576693e-33,7.820853723706558e-32,7.719978867296118e-05,0.0012548599545057107,250.0921349696109,1.6415973125088075,2.2457281366101647e-05,0.0003964340637915538,2.570809545557285e-08,2.6811583268694582e-06,22.21150729204872
840,840.0,3.319904680044424e-33,7.63605509628577e-32,7.580884167875686e-05,0.0012336288791170201,250.1837049934404,1.632421337049795,2.2077557288457425e-05,0.0003940632727397564,2.5274195222667804e-08,2.6361372460794376e-06,22.220116226772692
841,841.0,3.237935440896501e-33,7.455614261072259e-32,7.444295608127996e-05,0.001212755500155391,250.27494022439433,1.6232940294400495,2.170422625734301e-05,0.00039170665226461945,2.4847584961776624e-08,2.591868116356279e-06,22.22869361026174
842,842.0,3.1579900426813055e-33,7.279428682887387e-32,7.310168033655607e-05,0.0011922338202797827,250.36584194662598,1.6142151591907508,2.133718116925615e-05,0.0003893641177917445,2.4428142835907475e-08,2.548338456312004e-06,22.237239563396145
843,843.0,3.080018516250174e-33,7.107398233244121e-32,7.178457103630875e-05,0.0011720579421442203,250.45641143940605,1.60518449659736,2.0976316704792373e-05,0.00038703558524940475,2.4015749031918343e-08,2.5055359902203983e-06,22.2457542066025
844,844.0,3.0039721262055893e-33,6.939425134009734e-32,7.049119276137454e-05,0.0011522220667413946,250.54664997713763,1.596201812740761,2.0621529299124022e-05,0.00038472097106559183,2.3610285727139565e-08,2.4634486446577997e-06,22.254237659855015
845,845.0,2.9298033404395486e-33,6.775413902383292e-32,6.922111793775908e-05,0.0011327204917734835,250.63655882937098,1.5872668794883285,2.0272717112964003e-05,0.00038242019216508,2.3211637056542165e-08,2.422064545198163e-06,22.262690042676805
